"","supercluster","cluster","words"
"4291","liwc","hear","audibl*"
"4292","liwc","hear","audio*"
"4293","liwc","hear","boom*"
"4294","liwc","hear","choir*"
"4295","liwc","hear","concert*"
"4296","liwc","hear","deaf*"
"4297","liwc","hear","ear"
"4298","liwc","hear","ears"
"4299","liwc","hear","harmon*"
"4300","liwc","hear","hear"
"4301","liwc","hear","heard"
"4302","liwc","hear","hearing"
"4303","liwc","hear","hears"
"4304","liwc","hear","hush*"
"4305","liwc","hear","inaudibl*"
"4306","liwc","hear","listen"
"4307","liwc","hear","listened"
"4308","liwc","hear","listener*"
"4309","liwc","hear","listening"
"4310","liwc","hear","listens"
"4311","liwc","hear","loud*"
"4312","liwc","hear","musi*"
"4313","liwc","hear","noise"
"4314","liwc","hear","noises"
"4315","liwc","hear","noisy"
"4316","liwc","hear","quiet*"
"4317","liwc","hear","rang"
"4318","liwc","hear","ring"
"4319","liwc","hear","ringing"
"4320","liwc","hear","rings"
"4321","liwc","hear","said"
"4322","liwc","hear","sang"
"4323","liwc","hear","say*"
"4324","liwc","hear","scream*"
"4325","liwc","hear","shout*"
"4326","liwc","hear","silen*"
"4327","liwc","hear","song*"
"4328","liwc","hear","sound*"
"4329","liwc","hear","speak"
"4330","liwc","hear","speaker*"
"4331","liwc","hear","speaking"
"4332","liwc","hear","speaks"
"4333","liwc","hear","speech*"
"4334","liwc","hear","spoke*"
"4335","liwc","hear","thunder*"
"4336","liwc","hear","voic*"
"4337","liwc","hear","whisper*"
"4338","liwc","hear","yell"
"4339","liwc","hear","yelled"
"4340","liwc","hear","yelling"
"4341","liwc","hear","yells"
"4342","liwc","feel","brush*"
"4343","liwc","feel","caress*"
"4344","liwc","feel","cold*"
"4345","liwc","feel","cool*"
"4346","liwc","feel","drie*"
"4347","liwc","feel","drily"
"4348","liwc","feel","dry*"
"4349","liwc","feel","edge"
"4350","liwc","feel","edges"
"4351","liwc","feel","edging"
"4352","liwc","feel","feel"
"4353","liwc","feel","feeling*"
"4354","liwc","feel","feels"
"4355","liwc","feel","felt"
"4356","liwc","feel","finger*"
"4357","liwc","feel","fire"
"4358","liwc","feel","flexib*"
"4359","liwc","feel","fragil*"
"4360","liwc","feel","freez*"
"4361","liwc","feel","froze*"
"4362","liwc","feel","fuzz*"
"4363","liwc","feel","grab*"
"4364","liwc","feel","grip"
"4365","liwc","feel","gripp*"
"4366","liwc","feel","grips"
"4367","liwc","feel","hair*"
"4368","liwc","feel","hand"
"4369","liwc","feel","handful*"
"4370","liwc","feel","hands"
"4371","liwc","feel","hard"
"4372","liwc","feel","harde*"
"4373","liwc","feel","heavie*"
"4374","liwc","feel","heavy*"
"4375","liwc","feel","hot"
"4376","liwc","feel","hott*"
"4377","liwc","feel","leather*"
"4378","liwc","feel","limp*"
"4379","liwc","feel","loose*"
"4380","liwc","feel","press"
"4381","liwc","feel","pressed"
"4382","liwc","feel","presser*"
"4383","liwc","feel","presses"
"4384","liwc","feel","rough*"
"4385","liwc","feel","round*"
"4386","liwc","feel","rub"
"4387","liwc","feel","rubbed"
"4388","liwc","feel","rubbing"
"4389","liwc","feel","rubs"
"4390","liwc","feel","sand"
"4391","liwc","feel","sands"
"4392","liwc","feel","sandy"
"4393","liwc","feel","scratch*"
"4394","liwc","feel","sharp*"
"4395","liwc","feel","silk*"
"4396","liwc","feel","skin"
"4398","liwc","feel","smooth*"
"4399","liwc","feel","soft*"
"4400","liwc","feel","squeez*"
"4401","liwc","feel","stroke*"
"4402","liwc","feel","stroki*"
"4403","liwc","feel","thick*"
"4404","liwc","feel","thin"
"4405","liwc","feel","thinn*"
"4406","liwc","feel","tight*"
"4407","liwc","feel","touch*"
"4408","liwc","feel","warm*"
"4409","liwc","feel","weight"
"4410","liwc","feel","weighted"
"4411","liwc","feel","weighting"
"4412","liwc","feel","weightless*"
"4413","liwc","feel","weightlift*"
"4414","liwc","feel","weights"
"4415","liwc","feel","wet"
"4416","liwc","feel","wetly"
"4417","liwc","bio","abdomen*"
"4418","liwc","bio","abortion*"
"4419","liwc","bio","abs"
"4420","liwc","bio","ache*"
"4421","liwc","bio","aching"
"4422","liwc","bio","acne"
"4423","liwc","bio","addict*"
"4424","liwc","bio","advil"
"4425","liwc","bio","aids"
"4426","liwc","bio","alcohol*"
"4427","liwc","bio","alive"
"4428","liwc","bio","allerg*"
"4429","liwc","bio","amput*"
"4430","liwc","bio","anal"
"4431","liwc","bio","ankle*"
"4432","liwc","bio","anorexi*"
"4433","liwc","bio","antacid*"
"4434","liwc","bio","antidepressant*"
"4435","liwc","bio","anus*"
"4436","liwc","bio","appendic*"
"4437","liwc","bio","appendix"
"4438","liwc","bio","appeti*"
"4439","liwc","bio","arch"
"4440","liwc","bio","arm"
"4441","liwc","bio","armpit*"
"4442","liwc","bio","arms*"
"4443","liwc","bio","arous*"
"4444","liwc","bio","arse"
"4445","liwc","bio","arses"
"4446","liwc","bio","arter*"
"4447","liwc","bio","arthr*"
"4448","liwc","bio","asleep"
"4449","liwc","bio","aspirin*"
"4450","liwc","bio","ass"
"4451","liwc","bio","asses"
"4452","liwc","bio","asthma*"
"4453","liwc","bio","ate"
"4454","liwc","bio","bake*"
"4455","liwc","bio","baking"
"4456","liwc","bio","bald"
"4457","liwc","bio","bandage*"
"4458","liwc","bio","bandaid"
"4459","liwc","bio","bar"
"4460","liwc","bio","bars"
"4461","liwc","bio","beer*"
"4462","liwc","bio","bellies"
"4463","liwc","bio","belly"
"4464","liwc","bio","bi"
"4465","liwc","bio","bicep*"
"4466","liwc","bio","binge*"
"4467","liwc","bio","binging"
"4468","liwc","bio","bipolar"
"4469","liwc","bio","bladder*"
"4470","liwc","bio","bleed*"
"4471","liwc","bio","blind*"
"4472","liwc","bio","blood"
"4473","liwc","bio","bloody"
"4474","liwc","bio","bodi*"
"4475","liwc","bio","body*"
"4476","liwc","bio","boil*"
"4477","liwc","bio","bone"
"4478","liwc","bio","boner*"
"4479","liwc","bio","bones"
"4480","liwc","bio","bony"
"4481","liwc","bio","boob*"
"4482","liwc","bio","booz*"
"4483","liwc","bio","bowel*"
"4484","liwc","bio","brain*"
"4485","liwc","bio","bread"
"4486","liwc","bio","breakfast*"
"4487","liwc","bio","breast*"
"4488","liwc","bio","breath*"
"4489","liwc","bio","bronchi*"
"4490","liwc","bio","brunch*"
"4491","liwc","bio","bulimi*"
"4492","liwc","bio","burp*"
"4493","liwc","bio","butt"
"4494","liwc","bio","butts"
"4496","liwc","bio","cafeteria*"
"4497","liwc","bio","cancer*"
"4498","liwc","bio","candie*"
"4499","liwc","bio","candy"
"4500","liwc","bio","cardia*"
"4501","liwc","bio","cardio*"
"4502","liwc","bio","checkup*"
"4503","liwc","bio","cheek*"
"4504","liwc","bio","chest*"
"4505","liwc","bio","chew*"
"4506","liwc","bio","chills"
"4507","liwc","bio","chiropract*"
"4508","liwc","bio","chlamydia"
"4509","liwc","bio","chok*"
"4510","liwc","bio","cholester*"
"4511","liwc","bio","chow*"
"4512","liwc","bio","chronic*"
"4513","liwc","bio","cigar*"
"4514","liwc","bio","clinic*"
"4515","liwc","bio","clothes"
"4516","liwc","bio","cock"
"4517","liwc","bio","cocks*"
"4518","liwc","bio","codeine"
"4519","liwc","bio","coffee*"
"4520","liwc","bio","coke*"
"4521","liwc","bio","colon"
"4522","liwc","bio","colono*"
"4523","liwc","bio","colons"
"4524","liwc","bio","coma*"
"4525","liwc","bio","condom"
"4526","liwc","bio","condoms"
"4527","liwc","bio","congest*"
"4528","liwc","bio","constipat*"
"4529","liwc","bio","contag*"
"4530","liwc","bio","cook*"
"4531","liwc","bio","cornea*"
"4532","liwc","bio","coronar*"
"4533","liwc","bio","cough*"
"4534","liwc","bio","cramp*"
"4535","liwc","bio","crap"
"4536","liwc","bio","crotch"
"4537","liwc","bio","cuddl*"
"4538","liwc","bio","cyst*"
"4539","liwc","bio","deaf*"
"4540","liwc","bio","decongest*"
"4541","liwc","bio","dentist*"
"4542","liwc","bio","derma*"
"4543","liwc","bio","dessert*"
"4544","liwc","bio","detox*"
"4545","liwc","bio","diabet*"
"4546","liwc","bio","diagnos*"
"4547","liwc","bio","diarr*"
"4548","liwc","bio","dick"
"4549","liwc","bio","dicks"
"4550","liwc","bio","diet*"
"4551","liwc","bio","digest*"
"4552","liwc","bio","dine"
"4553","liwc","bio","dined"
"4554","liwc","bio","diner"
"4555","liwc","bio","diners"
"4556","liwc","bio","dines"
"4557","liwc","bio","dining"
"4558","liwc","bio","dinner*"
"4559","liwc","bio","disease*"
"4560","liwc","bio","dish"
"4561","liwc","bio","dishes"
"4562","liwc","bio","dizz*"
"4563","liwc","bio","doctor*"
"4564","liwc","bio","dosage"
"4565","liwc","bio","dose*"
"4566","liwc","bio","dosing"
"4567","liwc","bio","dr"
"4568","liwc","bio","drank"
"4569","liwc","bio","drink*"
"4570","liwc","bio","drool*"
"4571","liwc","bio","drows*"
"4572","liwc","bio","drs"
"4573","liwc","bio","drug*"
"4574","liwc","bio","drunk*"
"4575","liwc","bio","dx"
"4576","liwc","bio","dyke*"
"4577","liwc","bio","ear"
"4578","liwc","bio","ears"
"4579","liwc","bio","eat"
"4580","liwc","bio","eaten"
"4581","liwc","bio","eating"
"4582","liwc","bio","eats"
"4583","liwc","bio","egg*"
"4584","liwc","bio","elbow*"
"4585","liwc","bio","emphysem*"
"4586","liwc","bio","enema*"
"4587","liwc","bio","erectile"
"4588","liwc","bio","erection*"
"4589","liwc","bio","erotic*"
"4590","liwc","bio","espresso*"
"4591","liwc","bio","estrogen*"
"4592","liwc","bio","exercis*"
"4593","liwc","bio","exhaust*"
"4594","liwc","bio","eye*"
"4595","liwc","bio","face"
"4596","liwc","bio","faces"
"4597","liwc","bio","facial*"
"4598","liwc","bio","faint*"
"4599","liwc","bio","farsighted"
"4600","liwc","bio","fat"
"4601","liwc","bio","fatigu*"
"4602","liwc","bio","fats"
"4603","liwc","bio","fatt*"
"4604","liwc","bio","fed"
"4605","liwc","bio","feed"
"4606","liwc","bio","feeder*"
"4607","liwc","bio","feeding*"
"4608","liwc","bio","feeds"
"4609","liwc","bio","feet"
"4610","liwc","bio","fever*"
"4611","liwc","bio","finger*"
"4612","liwc","bio","flesh*"
"4613","liwc","bio","flu"
"4614","liwc","bio","food*"
"4615","liwc","bio","foot"
"4616","liwc","bio","forearm*"
"4617","liwc","bio","forehead*"
"4618","liwc","bio","foreplay"
"4619","liwc","bio","fries"
"4620","liwc","bio","fruit*"
"4621","liwc","bio","fry*"
"4622","liwc","bio","fuck"
"4623","liwc","bio","fucked*"
"4624","liwc","bio","fucker*"
"4625","liwc","bio","fuckin*"
"4626","liwc","bio","fucks"
"4627","liwc","bio","gay"
"4628","liwc","bio","gays"
"4629","liwc","bio","genital*"
"4630","liwc","bio","gland*"
"4631","liwc","bio","glaucoma"
"4632","liwc","bio","glutton*"
"4633","liwc","bio","gobble*"
"4634","liwc","bio","gobbling"
"4635","liwc","bio","gonorrhea"
"4636","liwc","bio","goosebump*"
"4637","liwc","bio","grocer*"
"4638","liwc","bio","gulp*"
"4639","liwc","bio","gums"
"4640","liwc","bio","gut"
"4641","liwc","bio","guts"
"4642","liwc","bio","gynecolog*"
"4643","liwc","bio","gyno*"
"4644","liwc","bio","hair*"
"4645","liwc","bio","hallucinat*"
"4646","liwc","bio","hamstring*"
"4647","liwc","bio","hand"
"4648","liwc","bio","hands"
"4649","liwc","bio","hangover*"
"4650","liwc","bio","head"
"4651","liwc","bio","headache*"
"4652","liwc","bio","heads"
"4653","liwc","bio","heal"
"4654","liwc","bio","healed"
"4655","liwc","bio","healer*"
"4656","liwc","bio","healing"
"4657","liwc","bio","heals"
"4658","liwc","bio","health*"
"4659","liwc","bio","heart"
"4660","liwc","bio","heartburn*"
"4661","liwc","bio","hearts"
"4662","liwc","bio","heel*"
"4663","liwc","bio","helpings"
"4664","liwc","bio","hemor*"
"4665","liwc","bio","herpes"
"4666","liwc","bio","hiccup*"
"4667","liwc","bio","hip"
"4668","liwc","bio","hips"
"4669","liwc","bio","hiv"
"4670","liwc","bio","ho"
"4671","liwc","bio","homo"
"4672","liwc","bio","homos"
"4673","liwc","bio","homosexual*"
"4674","liwc","bio","hormone*"
"4675","liwc","bio","hornie*"
"4676","liwc","bio","horny"
"4677","liwc","bio","hospital*"
"4678","liwc","bio","hug"
"4679","liwc","bio","hugg*"
"4680","liwc","bio","hugs"
"4681","liwc","bio","hump*"
"4682","liwc","bio","hunger*"
"4683","liwc","bio","hungover"
"4684","liwc","bio","hungr*"
"4685","liwc","bio","hyperten*"
"4686","liwc","bio","hypotherm*"
"4687","liwc","bio","ibuprofen"
"4688","liwc","bio","ICU"
"4689","liwc","bio","ill"
"4690","liwc","bio","illness*"
"4691","liwc","bio","immun*"
"4692","liwc","bio","incest*"
"4693","liwc","bio","indigestion"
"4694","liwc","bio","infect*"
"4695","liwc","bio","inflam*"
"4696","liwc","bio","ingest*"
"4697","liwc","bio","injur*"
"4698","liwc","bio","insomnia*"
"4699","liwc","bio","insulin"
"4700","liwc","bio","intestin*"
"4701","liwc","bio","intox*"
"4702","liwc","bio","itch*"
"4703","liwc","bio","iv"
"4704","liwc","bio","jaw*"
"4705","liwc","bio","jissom"
"4706","liwc","bio","jizz"
"4707","liwc","bio","joints"
"4708","liwc","bio","kidney*"
"4709","liwc","bio","kiss*"
"4710","liwc","bio","kitchen*"
"4711","liwc","bio","knee*"
"4712","liwc","bio","knuckle*"
"4713","liwc","bio","leg"
"4714","liwc","bio","legs*"
"4715","liwc","bio","lesbian*"
"4716","liwc","bio","leuke*"
"4717","liwc","bio","libid*"
"4718","liwc","bio","life"
"4719","liwc","bio","lip"
"4720","liwc","bio","lips*"
"4721","liwc","bio","liquor*"
"4722","liwc","bio","liver*"
"4723","liwc","bio","living"
"4724","liwc","bio","love"
"4725","liwc","bio","loved"
"4726","liwc","bio","lover*"
"4727","liwc","bio","loves"
"4728","liwc","bio","lozenge*"
"4729","liwc","bio","lump"
"4730","liwc","bio","lunch*"
"4731","liwc","bio","lung*"
"4732","liwc","bio","lust*"
"4733","liwc","bio","lymph*"
"4734","liwc","bio","makeout*"
"4735","liwc","bio","mammogram"
"4736","liwc","bio","manicdep*"
"4737","liwc","bio","meal*"
"4738","liwc","bio","medic*"
"4739","liwc","bio","migrain*"
"4740","liwc","bio","milk*"
"4741","liwc","bio","miscar*"
"4742","liwc","bio","mono"
"4743","liwc","bio","mouth*"
"4744","liwc","bio","mri"
"4745","liwc","bio","mucous*"
"4746","liwc","bio","muscle*"
"4747","liwc","bio","muscular"
"4748","liwc","bio","myopi*"
"4749","liwc","bio","naked"
"4750","liwc","bio","nasal"
"4751","liwc","bio","nause*"
"4752","liwc","bio","nearsighted"
"4753","liwc","bio","neck"
"4754","liwc","bio","nerve*"
"4755","liwc","bio","neural*"
"4756","liwc","bio","neurolog*"
"4757","liwc","bio","neuron*"
"4758","liwc","bio","nipple*"
"4759","liwc","bio","nose*"
"4760","liwc","bio","nostril*"
"4761","liwc","bio","nude*"
"4762","liwc","bio","nudi*"
"4763","liwc","bio","numb*"
"4764","liwc","bio","nurse*"
"4765","liwc","bio","nutrition*"
"4766","liwc","bio","obes*"
"4767","liwc","bio","OCD"
"4768","liwc","bio","optometr*"
"4769","liwc","bio","orgasm*"
"4770","liwc","bio","orgies"
"4771","liwc","bio","orgy"
"4772","liwc","bio","orthodon*"
"4773","liwc","bio","orthoped*"
"4774","liwc","bio","ovar*"
"4775","liwc","bio","overate"
"4776","liwc","bio","overeat*"
"4777","liwc","bio","overweight"
"4778","liwc","bio","pain"
"4779","liwc","bio","pained"
"4780","liwc","bio","painf*"
"4781","liwc","bio","paining"
"4782","liwc","bio","painl*"
"4783","liwc","bio","pains"
"4784","liwc","bio","palm"
"4785","liwc","bio","palms"
"4786","liwc","bio","pap"
"4787","liwc","bio","paraly*"
"4788","liwc","bio","passion*"
"4789","liwc","bio","pasta*"
"4790","liwc","bio","patholog*"
"4791","liwc","bio","pediatr*"
"4792","liwc","bio","pee"
"4793","liwc","bio","pelvi*"
"4794","liwc","bio","penis*"
"4795","liwc","bio","perspir*"
"4796","liwc","bio","perver*"
"4797","liwc","bio","pharmac*"
"4798","liwc","bio","phobi*"
"4799","liwc","bio","physical*"
"4800","liwc","bio","physician*"
"4801","liwc","bio","pill"
"4802","liwc","bio","pills"
"4803","liwc","bio","pimple*"
"4804","liwc","bio","piss*"
"4805","liwc","bio","pizza*"
"4806","liwc","bio","pms"
"4807","liwc","bio","podiatr*"
"4808","liwc","bio","poison*"
"4809","liwc","bio","poop*"
"4810","liwc","bio","porn*"
"4811","liwc","bio","pregnan*"
"4812","liwc","bio","prescri*"
"4813","liwc","bio","prick*"
"4814","liwc","bio","prognos*"
"4815","liwc","bio","prostat*"
"4816","liwc","bio","prostitu*"
"4817","liwc","bio","prozac"
"4818","liwc","bio","prude"
"4819","liwc","bio","prudes"
"4820","liwc","bio","prudish*"
"4821","liwc","bio","pubic"
"4822","liwc","bio","puk*"
"4823","liwc","bio","pulse"
"4824","liwc","bio","puss"
"4825","liwc","bio","pussies"
"4826","liwc","bio","pussy*"
"4827","liwc","bio","queas*"
"4828","liwc","bio","queer*"
"4829","liwc","bio","rape*"
"4830","liwc","bio","raping"
"4831","liwc","bio","rapist*"
"4832","liwc","bio","rash*"
"4833","liwc","bio","rehab*"
"4834","liwc","bio","restau*"
"4835","liwc","bio","retina*"
"4836","liwc","bio","rib"
"4837","liwc","bio","ribs"
"4838","liwc","bio","ritalin"
"4839","liwc","bio","rx"
"4840","liwc","bio","salad*"
"4841","liwc","bio","saliv*"
"4842","liwc","bio","sandwich*"
"4843","liwc","bio","scab*"
"4844","liwc","bio","scalp"
"4845","liwc","bio","schizophren*"
"4846","liwc","bio","scrape*"
"4847","liwc","bio","screw*"
"4848","liwc","bio","seduc*"
"4849","liwc","bio","seizure*"
"4850","liwc","bio","sensation"
"4851","liwc","bio","sensations"
"4852","liwc","bio","servings"
"4853","liwc","bio","sex*"
"4854","liwc","bio","shirt*"
"4855","liwc","bio","shit*"
"4856","liwc","bio","shoe*"
"4857","liwc","bio","shoulder*"
"4858","liwc","bio","sick"
"4859","liwc","bio","sickday*"
"4860","liwc","bio","sicker"
"4861","liwc","bio","sickest"
"4862","liwc","bio","sickleave*"
"4863","liwc","bio","sickly"
"4864","liwc","bio","sickness*"
"4865","liwc","bio","sinus*"
"4866","liwc","bio","skelet*"
"4867","liwc","bio","skin"
"4868","liwc","bio","skinni*"
"4869","liwc","bio","skinny*"
"4870","liwc","bio","skull"
"4871","liwc","bio","sleep*"
"4872","liwc","bio","slender*"
"4873","liwc","bio","slept"
"4874","liwc","bio","slut*"
"4875","liwc","bio","smok*"
"4876","liwc","bio","snack*"
"4877","liwc","bio","soda*"
"4878","liwc","bio","sore*"
"4879","liwc","bio","spat"
"4880","liwc","bio","spinal"
"4881","liwc","bio","spine"
"4882","liwc","bio","spit"
"4883","liwc","bio","spits"
"4884","liwc","bio","spitting"
"4885","liwc","bio","starve*"
"4886","liwc","bio","starving"
"4887","liwc","bio","std*"
"4888","liwc","bio","stiff*"
"4889","liwc","bio","stomach*"
"4890","liwc","bio","strept*"
"4891","liwc","bio","stroke*"
"4892","liwc","bio","stud"
"4893","liwc","bio","stuffed"
"4894","liwc","bio","sugar*"
"4895","liwc","bio","sunburn*"
"4896","liwc","bio","supper*"
"4897","liwc","bio","surgeon*"
"4898","liwc","bio","surger*"
"4899","liwc","bio","swallow*"
"4900","liwc","bio","sweat*"
"4901","liwc","bio","swelling"
"4902","liwc","bio","swollen"
"4903","liwc","bio","symptom*"
"4904","liwc","bio","syndrome*"
"4905","liwc","bio","syphili*"
"4906","liwc","bio","tast*"
"4907","liwc","bio","tea"
"4908","liwc","bio","teeth*"
"4909","liwc","bio","tender*"
"4910","liwc","bio","tendon"
"4911","liwc","bio","tendoni*"
"4912","liwc","bio","tendons"
"4913","liwc","bio","testosterone*"
"4914","liwc","bio","therap*"
"4915","liwc","bio","thermometer*"
"4916","liwc","bio","thigh*"
"4917","liwc","bio","thirst*"
"4918","liwc","bio","throat*"
"4919","liwc","bio","throb*"
"4920","liwc","bio","thyroid*"
"4921","liwc","bio","tingl*"
"4922","liwc","bio","tire*"
"4923","liwc","bio","tiring"
"4924","liwc","bio","tit"
"4925","liwc","bio","tits"
"4926","liwc","bio","titties"
"4927","liwc","bio","titty"
"4928","liwc","bio","toe"
"4929","liwc","bio","toenail*"
"4930","liwc","bio","toes"
"4931","liwc","bio","tongue*"
"4932","liwc","bio","tonsils"
"4933","liwc","bio","tooth*"
"4934","liwc","bio","tox*"
"4935","liwc","bio","tricep*"
"4936","liwc","bio","tumo*"
"4937","liwc","bio","twitch*"
"4938","liwc","bio","tylenol"
"4939","liwc","bio","ulcer*"
"4940","liwc","bio","unhealth*"
"4941","liwc","bio","urin*"
"4942","liwc","bio","uter*"
"4943","liwc","bio","vagina*"
"4944","liwc","bio","vd"
"4945","liwc","bio","veget*"
"4946","liwc","bio","veggie*"
"4947","liwc","bio","vein*"
"4948","liwc","bio","vertigo"
"4949","liwc","bio","viagra"
"4950","liwc","bio","vicodin"
"4951","liwc","bio","virgin*"
"4952","liwc","bio","vitamin*"
"4953","liwc","bio","vomit*"
"4954","liwc","bio","waist*"
"4955","liwc","bio","wake"
"4956","liwc","bio","wart"
"4957","liwc","bio","warts"
"4958","liwc","bio","wash"
"4959","liwc","bio","water"
"4960","liwc","bio","weak*"
"4961","liwc","bio","wear"
"4962","liwc","bio","weary"
"4963","liwc","bio","weigh"
"4964","liwc","bio","weighed"
"4965","liwc","bio","weighing*"
"4966","liwc","bio","weighs"
"4967","liwc","bio","weight"
"4968","liwc","bio","wheez*"
"4969","liwc","bio","whiskey*"
"4970","liwc","bio","whisky*"
"4971","liwc","bio","whore*"
"4972","liwc","bio","wine"
"4973","liwc","bio","wines"
"4974","liwc","bio","withdrawal"
"4975","liwc","bio","womb*"
"4976","liwc","bio","wound*"
"4977","liwc","bio","wrist*"
"4978","liwc","bio","xanax"
"4979","liwc","bio","xray*"
"4980","liwc","bio","yawn*"
"4981","liwc","bio","zit"
"4982","liwc","bio","zits"
"4983","liwc","bio","zoloft"
"4984","liwc","body","abdomen*"
"4985","liwc","body","abs"
"4986","liwc","body","anal"
"4987","liwc","body","ankle*"
"4988","liwc","body","anus*"
"4989","liwc","body","appendix"
"4990","liwc","body","arch"
"4991","liwc","body","arm"
"4992","liwc","body","armpit*"
"4993","liwc","body","arms*"
"4994","liwc","body","arous*"
"4995","liwc","body","arse"
"4996","liwc","body","arses"
"4997","liwc","body","arter*"
"4998","liwc","body","asleep"
"4999","liwc","body","ass"
"5000","liwc","body","asses"
"5001","liwc","body","bald"
"5002","liwc","body","bellies"
"5003","liwc","body","belly"
"5004","liwc","body","bicep*"
"5005","liwc","body","bladder*"
"5006","liwc","body","blood"
"5007","liwc","body","bloody"
"5008","liwc","body","bodi*"
"5009","liwc","body","body*"
"5010","liwc","body","bone"
"5011","liwc","body","bones"
"5012","liwc","body","bony"
"5013","liwc","body","boob*"
"5014","liwc","body","bowel*"
"5015","liwc","body","brain*"
"5016","liwc","body","breast*"
"5017","liwc","body","breath*"
"5018","liwc","body","butt"
"5019","liwc","body","butts"
"5020","liwc","body","cheek*"
"5021","liwc","body","chest*"
"5022","liwc","body","clothes"
"5023","liwc","body","cock"
"5024","liwc","body","cocks*"
"5025","liwc","body","colon"
"5026","liwc","body","colons"
"5027","liwc","body","cornea*"
"5028","liwc","body","crap"
"5029","liwc","body","crotch"
"5030","liwc","body","dick"
"5031","liwc","body","dicks"
"5032","liwc","body","drool*"
"5033","liwc","body","ear"
"5034","liwc","body","ears"
"5035","liwc","body","elbow*"
"5036","liwc","body","erectile"
"5037","liwc","body","erection*"
"5038","liwc","body","eye*"
"5039","liwc","body","face"
"5040","liwc","body","faces"
"5041","liwc","body","facial*"
"5042","liwc","body","fat"
"5043","liwc","body","fatt*"
"5044","liwc","body","feet"
"5045","liwc","body","finger*"
"5046","liwc","body","flesh*"
"5047","liwc","body","foot"
"5048","liwc","body","forearm*"
"5049","liwc","body","forehead*"
"5050","liwc","body","genital*"
"5051","liwc","body","goosebump*"
"5052","liwc","body","gums"
"5053","liwc","body","gut"
"5054","liwc","body","guts"
"5055","liwc","body","hair*"
"5056","liwc","body","hamstring*"
"5057","liwc","body","hand"
"5058","liwc","body","hands"
"5059","liwc","body","head"
"5060","liwc","body","heads"
"5061","liwc","body","heart"
"5062","liwc","body","hearts"
"5063","liwc","body","heel*"
"5064","liwc","body","hip"
"5065","liwc","body","hips"
"5066","liwc","body","hornie*"
"5067","liwc","body","horny"
"5068","liwc","body","intestin*"
"5069","liwc","body","itch*"
"5070","liwc","body","jaw*"
"5071","liwc","body","joints"
"5072","liwc","body","kidney*"
"5073","liwc","body","knee*"
"5074","liwc","body","knuckle*"
"5075","liwc","body","leg"
"5076","liwc","body","legs*"
"5077","liwc","body","lip"
"5078","liwc","body","lips*"
"5079","liwc","body","liver*"
"5080","liwc","body","lung*"
"5081","liwc","body","mouth*"
"5082","liwc","body","mucous*"
"5083","liwc","body","muscle*"
"5084","liwc","body","muscular"
"5085","liwc","body","naked"
"5086","liwc","body","nasal"
"5087","liwc","body","neck"
"5088","liwc","body","nerve*"
"5089","liwc","body","neural*"
"5090","liwc","body","neuron*"
"5091","liwc","body","nipple*"
"5092","liwc","body","nose*"
"5093","liwc","body","nostril*"
"5094","liwc","body","nude*"
"5095","liwc","body","nudi*"
"5096","liwc","body","orgasm*"
"5097","liwc","body","ovar*"
"5098","liwc","body","palm"
"5099","liwc","body","palms"
"5100","liwc","body","pee"
"5101","liwc","body","pelvi*"
"5102","liwc","body","penis*"
"5103","liwc","body","perspir*"
"5104","liwc","body","piss*"
"5105","liwc","body","poop*"
"5106","liwc","body","prick*"
"5107","liwc","body","prostat*"
"5108","liwc","body","pulse"
"5109","liwc","body","pussies"
"5110","liwc","body","pussy*"
"5111","liwc","body","rash*"
"5112","liwc","body","retina*"
"5113","liwc","body","rib"
"5114","liwc","body","ribs"
"5115","liwc","body","saliv*"
"5116","liwc","body","scalp"
"5117","liwc","body","sensation"
"5118","liwc","body","sensations"
"5119","liwc","body","shirt*"
"5120","liwc","body","shit*"
"5121","liwc","body","shoe*"
"5122","liwc","body","shoulder*"
"5123","liwc","body","skelet*"
"5124","liwc","body","skin"
"5125","liwc","body","skinni*"
"5126","liwc","body","skull"
"5127","liwc","body","sleep*"
"5128","liwc","body","slender*"
"5129","liwc","body","slept"
"5130","liwc","body","spat"
"5131","liwc","body","spinal"
"5132","liwc","body","spine"
"5133","liwc","body","spit"
"5134","liwc","body","spits"
"5135","liwc","body","spitting"
"5136","liwc","body","stomach*"
"5137","liwc","body","sweat*"
"5138","liwc","body","teeth*"
"5139","liwc","body","tendon"
"5140","liwc","body","tendons"
"5141","liwc","body","thigh*"
"5142","liwc","body","thirst*"
"5143","liwc","body","throat*"
"5144","liwc","body","tit"
"5145","liwc","body","tits"
"5146","liwc","body","titties"
"5147","liwc","body","titty"
"5148","liwc","body","toe"
"5149","liwc","body","toenail*"
"5150","liwc","body","toes"
"5151","liwc","body","tongue*"
"5152","liwc","body","tonsils"
"5153","liwc","body","tooth*"
"5154","liwc","body","tricep*"
"5155","liwc","body","urin*"
"5156","liwc","body","uter*"
"5157","liwc","body","vagina*"
"5158","liwc","body","vein*"
"5159","liwc","body","waist*"
"5160","liwc","body","wake"
"5161","liwc","body","wear"
"5162","liwc","body","womb*"
"5163","liwc","body","wrist*"
"5164","liwc","health","abortion*"
"5165","liwc","health","ache*"
"5166","liwc","health","aching"
"5167","liwc","health","acne"
"5168","liwc","health","addict*"
"5169","liwc","health","advil"
"5170","liwc","health","aids"
