"","supercluster","cluster","words"
"1084","liwc","affect","certain*"
"1085","liwc","affect","challeng*"
"1086","liwc","affect","champ*"
"1087","liwc","affect","charit*"
"1088","liwc","affect","charm*"
"1089","liwc","affect","cheat*"
"1090","liwc","affect","cheer*"
"1091","liwc","affect","cherish*"
"1092","liwc","affect","chuckl*"
"1093","liwc","affect","clever*"
"1094","liwc","affect","comed*"
"1095","liwc","affect","comfort*"
"1096","liwc","affect","commitment*"
"1097","liwc","affect","compassion*"
"1098","liwc","affect","complain*"
"1099","liwc","affect","compliment*"
"1100","liwc","affect","concerned"
"1101","liwc","affect","confidence"
"1102","liwc","affect","confident"
"1103","liwc","affect","confidently"
"1104","liwc","affect","confront*"
"1105","liwc","affect","confus*"
"1106","liwc","affect","considerate"
"1107","liwc","affect","contempt*"
"1108","liwc","affect","contented*"
"1109","liwc","affect","contentment"
"1110","liwc","affect","contradic*"
"1111","liwc","affect","convinc*"
"1112","liwc","affect","cool"
"1113","liwc","affect","courag*"
"1114","liwc","affect","crap"
"1115","liwc","affect","crappy"
"1116","liwc","affect","craz*"
"1117","liwc","affect","create*"
"1118","liwc","affect","creati*"
"1119","liwc","affect","credit*"
"1120","liwc","affect","cried"
"1121","liwc","affect","cries"
"1122","liwc","affect","critical"
"1123","liwc","affect","critici*"
"1124","liwc","affect","crude*"
"1125","liwc","affect","cruel*"
"1126","liwc","affect","crushed"
"1127","liwc","affect","cry"
"1128","liwc","affect","crying"
"1129","liwc","affect","cunt*"
"1130","liwc","affect","cut"
"1131","liwc","affect","cute*"
"1132","liwc","affect","cutie*"
"1133","liwc","affect","cynic"
"1134","liwc","affect","damag*"
"1135","liwc","affect","damn*"
"1136","liwc","affect","danger*"
"1137","liwc","affect","daring"
"1138","liwc","affect","darlin*"
"1139","liwc","affect","daze*"
"1140","liwc","affect","dear*"
"1141","liwc","affect","decay*"
"1142","liwc","affect","defeat*"
"1143","liwc","affect","defect*"
"1144","liwc","affect","defenc*"
"1145","liwc","affect","defens*"
"1146","liwc","affect","definite"
"1147","liwc","affect","definitely"
"1148","liwc","affect","degrad*"
"1149","liwc","affect","delectabl*"
"1150","liwc","affect","delicate*"
"1151","liwc","affect","delicious*"
"1152","liwc","affect","deligh*"
"1153","liwc","affect","depress*"
"1154","liwc","affect","depriv*"
"1155","liwc","affect","despair*"
"1156","liwc","affect","desperat*"
"1157","liwc","affect","despis*"
"1158","liwc","affect","destroy*"
"1159","liwc","affect","destruct*"
"1160","liwc","affect","determina*"
"1161","liwc","affect","determined"
"1162","liwc","affect","devastat*"
"1163","liwc","affect","devil*"
"1164","liwc","affect","devot*"
"1165","liwc","affect","difficult*"
"1166","liwc","affect","digni*"
"1167","liwc","affect","disadvantage*"
"1168","liwc","affect","disagree*"
"1169","liwc","affect","disappoint*"
"1170","liwc","affect","disaster*"
"1171","liwc","affect","discomfort*"
"1172","liwc","affect","discourag*"
"1173","liwc","affect","disgust*"
"1174","liwc","affect","dishearten*"
"1175","liwc","affect","disillusion*"
"1176","liwc","affect","dislike"
"1177","liwc","affect","disliked"
"1178","liwc","affect","dislikes"
"1179","liwc","affect","disliking"
"1180","liwc","affect","dismay*"
"1181","liwc","affect","dissatisf*"
"1182","liwc","affect","distract*"
"1183","liwc","affect","distraught"
"1184","liwc","affect","distress*"
"1185","liwc","affect","distrust*"
"1186","liwc","affect","disturb*"
"1187","liwc","affect","divin*"
"1188","liwc","affect","domina*"
"1189","liwc","affect","doom*"
"1190","liwc","affect","dork*"
"1191","liwc","affect","doubt*"
"1192","liwc","affect","dread*"
"1193","liwc","affect","dull*"
"1194","liwc","affect","dumb*"
"1195","liwc","affect","dump*"
"1196","liwc","affect","dwell*"
"1197","liwc","affect","dynam*"
"1198","liwc","affect","eager*"
"1199","liwc","affect","ease*"
"1200","liwc","affect","easie*"
"1201","liwc","affect","easily"
"1202","liwc","affect","easiness"
"1203","liwc","affect","easing"
"1204","liwc","affect","easy*"
"1205","liwc","affect","ecsta*"
"1206","liwc","affect","efficien*"
"1207","liwc","affect","egotis*"
"1208","liwc","affect","elegan*"
"1209","liwc","affect","embarrass*"
"1210","liwc","affect","emotion"
"1212","liwc","affect","emotional"
"1213","liwc","affect","empt*"
"1214","liwc","affect","encourag*"
"1215","liwc","affect","enemie*"
"1216","liwc","affect","enemy*"
"1217","liwc","affect","energ*"
"1218","liwc","affect","engag*"
"1219","liwc","affect","enjoy*"
"1220","liwc","affect","enrag*"
"1221","liwc","affect","entertain*"
"1222","liwc","affect","enthus*"
"1223","liwc","affect","envie*"
"1224","liwc","affect","envious"
"1225","liwc","affect","envy*"
"1226","liwc","affect","evil*"
"1227","liwc","affect","excel*"
"1228","liwc","affect","excit*"
"1229","liwc","affect","excruciat*"
"1230","liwc","affect","exhaust*"
"1231","liwc","affect","fab"
"1232","liwc","affect","fabulous*"
"1233","liwc","affect","fail*"
"1234","liwc","affect","faith*"
"1235","liwc","affect","fake"
"1236","liwc","affect","fantastic*"
"1237","liwc","affect","fatal*"
"1238","liwc","affect","fatigu*"
"1239","liwc","affect","fault*"
"1240","liwc","affect","favor*"
"1241","liwc","affect","favour*"
"1242","liwc","affect","fear"
"1243","liwc","affect","feared"
"1244","liwc","affect","fearful*"
"1245","liwc","affect","fearing"
"1246","liwc","affect","fearless*"
"1247","liwc","affect","fears"
"1248","liwc","affect","feroc*"
"1249","liwc","affect","festiv*"
"1250","liwc","affect","feud*"
"1251","liwc","affect","fiery"
"1252","liwc","affect","fiesta*"
"1253","liwc","affect","fight*"
"1254","liwc","affect","fine"
"1255","liwc","affect","fired"
"1256","liwc","affect","flatter*"
"1257","liwc","affect","flawless*"
"1258","liwc","affect","flexib*"
"1259","liwc","affect","flirt*"
"1260","liwc","affect","flunk*"
"1261","liwc","affect","foe*"
"1262","liwc","affect","fond"
"1263","liwc","affect","fondly"
"1264","liwc","affect","fondness"
"1265","liwc","affect","fool*"
"1266","liwc","affect","forbid*"
"1267","liwc","affect","forgave"
"1268","liwc","affect","forgiv*"
"1269","liwc","affect","fought"
"1270","liwc","affect","frantic*"
"1271","liwc","affect","freak*"
"1272","liwc","affect","free"
"1273","liwc","affect","freeb*"
"1274","liwc","affect","freed*"
"1275","liwc","affect","freeing"
"1276","liwc","affect","freely"
"1277","liwc","affect","freeness"
"1278","liwc","affect","freer"
"1279","liwc","affect","frees*"
"1280","liwc","affect","friend*"
"1281","liwc","affect","fright*"
"1282","liwc","affect","frustrat*"
"1283","liwc","affect","fuck"
"1284","liwc","affect","fucked*"
"1285","liwc","affect","fucker*"
"1286","liwc","affect","fuckin*"
"1287","liwc","affect","fucks"
"1288","liwc","affect","fume*"
"1289","liwc","affect","fuming"
"1290","liwc","affect","fun"
"1291","liwc","affect","funn*"
"1292","liwc","affect","furious*"
"1293","liwc","affect","fury"
"1294","liwc","affect","geek*"
"1295","liwc","affect","genero*"
"1296","liwc","affect","gentle"
"1297","liwc","affect","gentler"
"1298","liwc","affect","gentlest"
"1299","liwc","affect","gently"
"1300","liwc","affect","giggl*"
"1301","liwc","affect","giver*"
"1302","liwc","affect","giving"
"1303","liwc","affect","glad"
"1304","liwc","affect","gladly"
"1305","liwc","affect","glamor*"
"1306","liwc","affect","glamour*"
"1307","liwc","affect","gloom*"
"1308","liwc","affect","glori*"
"1309","liwc","affect","glory"
"1310","liwc","affect","goddam*"
"1311","liwc","affect","good"
"1312","liwc","affect","goodness"
"1313","liwc","affect","gorgeous*"
"1314","liwc","affect","gossip*"
"1315","liwc","affect","grace"
"1316","liwc","affect","graced"
"1317","liwc","affect","graceful*"
"1318","liwc","affect","graces"
"1319","liwc","affect","graci*"
"1320","liwc","affect","grand"
"1321","liwc","affect","grande*"
"1322","liwc","affect","gratef*"
"1323","liwc","affect","grati*"
"1324","liwc","affect","grave*"
"1325","liwc","affect","great"
"1326","liwc","affect","greed*"
"1327","liwc","affect","grief"
"1328","liwc","affect","griev*"
"1329","liwc","affect","grim*"
"1330","liwc","affect","grin"
"1331","liwc","affect","grinn*"
"1332","liwc","affect","grins"
"1333","liwc","affect","gross*"
"1334","liwc","affect","grouch*"
"1335","liwc","affect","grr*"
"1336","liwc","affect","guilt*"
"1337","liwc","affect","ha"
"1338","liwc","affect","haha*"
"1339","liwc","affect","handsom*"
"1340","liwc","affect","happi*"
"1341","liwc","affect","happy"
"1342","liwc","affect","harass*"
"1343","liwc","affect","harm"
"1344","liwc","affect","harmed"
"1345","liwc","affect","harmful*"
"1346","liwc","affect","harming"
"1347","liwc","affect","harmless*"
"1348","liwc","affect","harmon*"
"1349","liwc","affect","harms"
"1350","liwc","affect","hate"
"1351","liwc","affect","hated"
"1352","liwc","affect","hateful*"
"1353","liwc","affect","hater*"
"1354","liwc","affect","hates"
"1355","liwc","affect","hating"
"1356","liwc","affect","hatred"
"1357","liwc","affect","hazy"
"1358","liwc","affect","heartbreak*"
"1359","liwc","affect","heartbroke*"
"1360","liwc","affect","heartfelt"
"1361","liwc","affect","heartless*"
"1362","liwc","affect","heartwarm*"
"1363","liwc","affect","heaven*"
"1364","liwc","affect","heh*"
"1365","liwc","affect","hell"
"1366","liwc","affect","hellish"
"1367","liwc","affect","helper*"
"1368","liwc","affect","helpful*"
"1369","liwc","affect","helping"
"1370","liwc","affect","helpless*"
"1371","liwc","affect","helps"
"1372","liwc","affect","hero*"
"1373","liwc","affect","hesita*"
"1374","liwc","affect","hilarious"
"1375","liwc","affect","hoho*"
"1376","liwc","affect","homesick*"
"1377","liwc","affect","honest*"
"1378","liwc","affect","honor*"
"1379","liwc","affect","honour*"
"1380","liwc","affect","hope"
"1381","liwc","affect","hoped"
"1382","liwc","affect","hopeful"
"1383","liwc","affect","hopefully"
"1384","liwc","affect","hopefulness"
"1385","liwc","affect","hopeless*"
"1386","liwc","affect","hopes"
"1387","liwc","affect","hoping"
"1388","liwc","affect","horr*"
"1389","liwc","affect","hostil*"
"1390","liwc","affect","hug"
"1391","liwc","affect","hugg*"
"1392","liwc","affect","hugs"
"1393","liwc","affect","humiliat*"
"1394","liwc","affect","humor*"
"1395","liwc","affect","humour*"
"1396","liwc","affect","hurra*"
"1397","liwc","affect","hurt*"
"1398","liwc","affect","ideal*"
"1399","liwc","affect","idiot"
"1400","liwc","affect","ignor*"
"1401","liwc","affect","immoral*"
"1402","liwc","affect","impatien*"
"1403","liwc","affect","impersonal"
"1404","liwc","affect","impolite*"
"1405","liwc","affect","importan*"
"1406","liwc","affect","impress*"
"1407","liwc","affect","improve*"
"1408","liwc","affect","improving"
"1409","liwc","affect","inadequa*"
"1410","liwc","affect","incentive*"
"1411","liwc","affect","indecis*"
"1412","liwc","affect","ineffect*"
"1413","liwc","affect","inferior*"
"1414","liwc","affect","inhib*"
"1415","liwc","affect","innocen*"
"1416","liwc","affect","insecur*"
"1417","liwc","affect","insincer*"
"1418","liwc","affect","inspir*"
"1419","liwc","affect","insult*"
"1420","liwc","affect","intell*"
"1421","liwc","affect","interest*"
"1422","liwc","affect","interrup*"
"1423","liwc","affect","intimidat*"
"1424","liwc","affect","invigor*"
"1425","liwc","affect","irrational*"
"1426","liwc","affect","irrita*"
"1427","liwc","affect","isolat*"
"1428","liwc","affect","jaded"
"1429","liwc","affect","jealous*"
"1430","liwc","affect","jerk"
"1431","liwc","affect","jerked"
"1432","liwc","affect","jerks"
"1433","liwc","affect","joke*"
"1434","liwc","affect","joking"
"1435","liwc","affect","joll*"
"1436","liwc","affect","joy*"
"1437","liwc","affect","keen*"
"1438","liwc","affect","kidding"
"1439","liwc","affect","kill*"
"1440","liwc","affect","kind"
"1441","liwc","affect","kindly"
"1442","liwc","affect","kindn*"
"1443","liwc","affect","kiss*"
"1444","liwc","affect","laidback"
"1445","liwc","affect","lame*"
"1446","liwc","affect","laugh*"
"1447","liwc","affect","lazie*"
"1448","liwc","affect","lazy"
"1449","liwc","affect","liabilit*"
"1450","liwc","affect","liar*"
"1451","liwc","affect","libert*"
"1452","liwc","affect","lied"
"1453","liwc","affect","lies"
"1454","liwc","affect","like"
"1455","liwc","affect","likeab*"
"1456","liwc","affect","liked"
"1457","liwc","affect","likes"
"1458","liwc","affect","liking"
"1459","liwc","affect","livel*"
"1460","liwc","affect","LMAO"
"1461","liwc","affect","LOL"
"1462","liwc","affect","lone*"
"1463","liwc","affect","longing*"
"1464","liwc","affect","lose"
"1465","liwc","affect","loser*"
"1466","liwc","affect","loses"
"1467","liwc","affect","losing"
"1468","liwc","affect","loss*"
"1469","liwc","affect","lost"
"1470","liwc","affect","lous*"
"1471","liwc","affect","love"
"1472","liwc","affect","loved"
"1473","liwc","affect","lovely"
"1474","liwc","affect","lover*"
"1475","liwc","affect","loves"
"1476","liwc","affect","loving*"
"1477","liwc","affect","low*"
"1478","liwc","affect","loyal*"
"1479","liwc","affect","luck"
"1480","liwc","affect","lucked"
"1481","liwc","affect","lucki*"
"1482","liwc","affect","luckless*"
"1483","liwc","affect","lucks"
"1484","liwc","affect","lucky"
"1485","liwc","affect","ludicrous*"
"1486","liwc","affect","lying"
"1487","liwc","affect","mad"
"1488","liwc","affect","maddening"
"1489","liwc","affect","madder"
"1490","liwc","affect","maddest"
"1491","liwc","affect","madly"
"1492","liwc","affect","magnific*"
"1493","liwc","affect","maniac*"
"1494","liwc","affect","masochis*"
"1495","liwc","affect","melanchol*"
"1496","liwc","affect","merit*"
"1497","liwc","affect","merr*"
"1498","liwc","affect","mess"
"1499","liwc","affect","messy"
"1500","liwc","affect","miser*"
"1501","liwc","affect","miss"
"1502","liwc","affect","missed"
"1503","liwc","affect","misses"
"1504","liwc","affect","missing"
"1505","liwc","affect","mistak*"
"1506","liwc","affect","mock"
"1507","liwc","affect","mocked"
"1508","liwc","affect","mocker*"
"1509","liwc","affect","mocking"
